45861448003131080GH PNWWLA 2511310800004364651018200012MAILLE MUST ORG DIJON SQZE BTLMAI ORG DJ SQZ BTL  9.7 OZ    9.70OZ02       1000309202017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006140061411       NN20171209 N00012000309200002520201711252017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004990+48400D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000436465101820000840000320065000700012000000000000000499  X
45861448003131550GH PNWWLA 2511315500007639700407500024LA COSTENA PEPPERS CHIPOLTE   LA COS CHIPTL PEPP    7 OZ    7.00OZ02       1000331102017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000004140041401       NN20171209 N00024000331100003000201710282017122200000000000000000000000000000002880201710282017122200914330000000000000000000000000000000000000000000000100001990+30700D2017102120171222000000000000000000000000000000000+00000000000000N    2HP                 1324R00100001290-161821320R00100001990+246860000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000763970040750001320000340034001070016200000000000000199  X
45861448003133340GH PNWWLA 2511333400007639703001200012LA COSTENA SAUCE HOMESTYLE MEXLACOS HMSTY MEX SC   16 OZ   16.00OZ02       1000217802017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000042400424040302842NN20171209 N00012000217800001920201710282017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100002990+39300D2017101420171222000000000000000000000000000000000+00000000000000N    2HP                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000763970300120001925000400081000790010900000000020000299  X
45861448003152030GH PNWWLA 2811520300088937912503900006RED FORK SAUCE SLOPPY JOE     RF MT SCE SLPY JO     8 OZ    8.00OZ02       1000093102017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000061000610160308013NN20171209 N00006000093100000000000000000000000000120020171125201712220086200000000000000000000000000000000000000000000000000000000000000000000000000000100002850+45600D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100002990+395761320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0108893791250360000345000170065000470009800000000000000285  X
45861448003152870GH PNWWLA 2811528700007341619774900006LUNDB RICE WHITELONG ORG      LB WHTE RC LNG GRN    2 LB   32.00OZ02       1000223202017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003730037302       NN20171209 N00006000223200000000000000000000000000297020171125201712220030699000000000000000000000000000000000000000000000000000000000000000000000000000100006790+45200D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734161977490001300000330067001020008300000000000000679  X
45861448003153220GH PNWWLA 2811532200007341640204100006LUNDB RICE BASMATI WHITE ORG  LD OR RC BSMT WHTE    2 LB   32.00OZ02       1000271402017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003730037302       NN20171209 N00006000271400000000000000000000000000363020171125201712220030699000000000000000000000000000000000000000000000000000000000000000000000000000100008190+44800D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100006790+218951320R00100007990+336250000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734164020410001300000360060000950011000000000000000819  X
45861448003153230GH PNWWLA 2811532300007341640153200006LUNDB RICE BASMATI WHITE      LNDBRG BSMTI WH RC    2 LB   32.00OZ02       1000199502017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003730037302       NN20171209 N00006000199500000000000000000000000000265020171125201712220030699000000000000000000000000000000000000000000000000000000000000000000000000000100006650+50000D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100005590+302921320R00100006490+399590000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734164015320001300000330067001020008300000000000000665  X
45861448003153430GH PNWWLA 2811534300007341640152500006LUNDB RICE BASMATI BROWN      LUNDB BSMTI BR RCE    2 LB   32.00OZ02       1000181602017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003730037302       NN20171209 N00006000181600000000000000000000000000240020171125201712220030699000000000000000000000000000000000000000000000000000000000000000000000000000100006450+53100D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100005490+353671320R00100006290+435880000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734164015250001300000330067001020008300000000000000645  X
45861448003153510GH PNWWLA 2811535100007341604028100006LUNDB RICE WHITE JASMINE ORG  LUNDBERG WHITE JAS    2 LB   32.00OZ02       1000261502017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003730037302       NN20171209 N00006000261500000000000000000000000000349020171125201712220030699000000000000000000000000000000000000000000000000000000000000000000000000000100008190+46800D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734160402810001300000360060000950011000000000000000819  X
45861448003153520GH PNWWLA 2811535200007341604022900006LUNDB RICE JASMINE WHITE      LD ECO  WH JASM RC    2 LB   32.00OZ02       1000185602017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003730037302       NN20171209 N00006000185600000000000000000000000000245020171125201712220030699000000000000000000000000000000000000000000000000000000000000000000000000000100006450+52000D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100005590+351521320R00100006290+423690000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734160402290001300000360060000950011000000000000000645  X
45861448003153630GH PNWWLA 2811536300007341604003800006LUNDB RICE SUSHI ORG          LUND ORGANIC SUSHI    2 LB   32.00OZ02       1000262202017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003730037302       NN20171209 N00006000262200000000000000000000000000350020171125201712220030699000000000000000000000000000000000000000000000000000000000000000000000000000100008450+48300D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100007490+316201320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734160400380001300000360060000950011000000000000000845  X
45861448003161650GH PNWWLA 2811616500088937912507700006RED FORK SAUCE CHILI          RED FORK CHILI SSN    8 OZ    8.00OZ02       1000093102017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000061000610160308013NN20171209 N00006000093100000000000000000000000000120020171125201712220086200000000000000000000000000000000000000000000000000000000000000000000000000000100002850+45600D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0108893791250740000345000170065000470009500000000000000285  X
45861448003186810GH PNWWLA 2531868100008915684011100012SANTA BAR OLIVE MED BLACK     SB MED BLACK OLIVE    6 OZ    6.00OZ02       1000190302017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006130061306       NN20171209 N00012000190300001500201711252017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100003250+51200D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000891568401110001310000290046000900012000000000000000325  X
45861448003193190GH PNWWLA 2811931900008136300100200012NY STYLE BAGEL CRSP RST GARLICNY BGL CHP GAR      7.2 OZ    7.20OZ02       1000221002017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000065800658020301824NN20171209 N00012000221000000000000000000000000000515020171028201712220088695000000000000000000000000000000000000000000000000000000000000000000000000000100004390+58000D2017101420171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100813630010090000700001070080001150020000000000000000439  X
45861448003193980GH PNWWLA 2811939800008136300200900012NY STYLE BAGEL CRSP SEA SALT  NY CHP S SLT        7.2 OZ    7.20OZ02       1000221002017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000065800658020301824NN20171209 N00012000221000000000000000000000000000515020171028201712220088695000000000000000000000000000000000000000000000000000000000000000000000000000100004390+58000D2017101420171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100813630020060000700001070080001150020000000000000000439  X
45861448003194060GH PNWWLA 2511940600073449270130400006MODENACETI BALSAMIC VINEGAR   MODENCETI BALSAMIC 16.9 OZ   16.90OZ02       1000215402017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006240062402       NN20171209 N00006000215400001680201711252017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100005390+33400D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100007290+413581320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0007344927013040001200000270110000530008100000000000000539  X
45861448003196550GH PNWWLA 2811965500008136300300600012NY STYLE BAGEL CRSP PLAIN     NY CHP PLAIN        7.2 OZ    7.20OZ02       1000221002017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000065800658020301824NN20171209 N00012000221000000000000000000000000000515020171028201712220088695000000000000000000000000000000000000000000000000000000000000000000000000000100004390+58000D2017101420171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100813630030030000700001070080001150020000000000000000439  X
45861448003196670GH PNWWLA 2811966700008136300800100012NY STYLE BAGEL CRSP CINN RAISNNY CHP CIN RS       7.2 OZ    7.20OZ02       1000221002017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000065800658020301824NN20171209 N00012000221000000000000000000000000000515020171028201712220088695000000000000000000000000000000000000000000000000000000000000000000000000000100004390+58000D2017101420171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100813630080080000700001070080001150020000000000000000439  X
45861448003203520GH PNWWLA 2512035200004364621038900012MAILLE CORNICHONS EXTRA FINE  MAI X FINE CORNICH 13.5 OZ   13.50OZ02       1000448602017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006120061230       NN20171209 N00012000448600003720201711252017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100006990+46500D2017111120171222000000000000000000000000000000000+00000000000000N    4SF                 1324R00000000000+000001320R00100006990+336790000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000436462103890001655000350051000950012400000000000000699  X
45861448003204360GH PNWWLI 1000000000083254400041000006CLIP ORG CHAMOM               CLIP ORG CHAMOM   20 CT       0.00           6000144202017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006500065004         20171209 N00006000144200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004550+47200 0000000000000000000000000000000000000000000000000+00000000000000N                        1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000000000000000000000000000000000000000000000000000000455  X
45861448003217530GH PNWWLI 1000000000007236822438000006DEL P/F SPCY AR               DEL P/F SPCY AR   25.25Z      0.00           6000252802017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006100061012         20171209 N00006000252800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100007850+46300T2017090900000000000000000000000000000000000000000+00000000000000N                        1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000000000000000000000000000000000000000000000000000000785  X
45861448003219690GH PNWWLI 1000000000070895350268000006LO MEK FLWR RCE               LO MEK FLWR RCE   15 OZ       0.00           6000148502017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006340063402         20171209 N00006000148500000000000000000000000000195000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004690+47200 0000000000000000000000000000000000000000000000000+00000000000000N                        1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000000000000000000000000000000000000000000000000000000469  X
45861448003224650GH PNWWLA 2512246500004364620400500006MAILLE MUSTARD - HONEY        MAILLE HONEY MUSTD    8 OZ    8.00OZ02       1000152202017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000061400614110301485NN20171209 N00006000152200001260201711252017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004990+49200D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00100004990+398130000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000436462040050000499000110042000550008200000000000000499  X
45861448003224670GH PNWWLA 2512246700004364620758700006MAILLE OLD STYLE DIJON WGRAIN MAILLE OLD STYLE    7.3 OZ    7.30OZ02       1000152202017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000061400614110301485NN20171209 N00006000152200001260201711252017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004990+49200D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00100004990+398130000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000436462075870000480000120044000570008300000000000000499  X
45861448003224680GH PNWWLA 2512246800004364620128800006MAILLE MUSTARD DIJON          MAILLE MUSTARD DJN  7.3 OZ    7.30OZ02       1000152202017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000061400614110301485NN20171209 N00006000152200001260201711252017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004990+49200D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00100004990+398130000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000436462012880000500000110042000550008200000000000000499  X
45861448003224710GH PNWWLI 1000000000000829566107000006DN BLSM VN GOLD               DN BLSM VN GOLD   8.5 OZ      0.00           6000356902017122300000000000000000000000004870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006240062402         20171209 N00006000356900000000000000000000000000487000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100011650+48900 0000000000000000000000000000000000000000000000000+00000000000000N                        1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000000000000000000000000000000000000000000000000000001165  X
45861448003226120GH PNWWLA 2812261200001553210097500006MONTEBELLO OIL EX VRGN OLV ORGMONT EVOO ORG      25.4 OZ   25.40OZ02       1000714602017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006220062205       NN20171209 N00006000714600000000000000000000000000936020171125201712220075373000000000000000000000000000000000000000000000000000000000000000000000000000100025490+53300D2017111120171222000000000000000000000000000000000+00000000000000N    2RE                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000155321009750001650000300115000820005500000000000002549  X
45861448003226640GH PNWWLA 2812266400001553210096800006MONTEBELLO OIL EX VRGN OLV ORGMONT EVOO ORG      16.9 OZ   16.90OZ02       1000515702017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006220062205       NN20171209 N00006000515700000000000000000000000000675020171125201712220075373000000000000000000000000000000000000000000000000000000000000000000000000000100017990+52200D2017111120171222000000000000000000000000000000000+00000000000000N    2RE                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000155321009680001212000240112000750005000000000000001799  X
45861448003294940GH PNWWLB 1012949400008438096834100006ST DALFOUR TEA ORG DARJEELING ST DAL TEA DARJEEL   25 CT   25.00CT17       1000131202017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000065000650040301436NN20171209 N00006000131200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100003490+37300 0000000000000000000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000843809683410000175000280066000790009400000000000000349  X
45861448003302400GH PNWWLI 1000000000089348100113000024SA030 HND SAN ORIG            SA030 HND SAN ORIG1 OZ        0.00          24000443602017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003930039324         20171209 N00024000443600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100003990+53700 0000000000000000000000000000000000000000000000000+00000000000000N                        1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000000000000000000000000000000000000000000000000000000399  X
45861448003307810GH PNWWLN 0513078100000000000000000048LUNDB RICE CAKES #2 SHPR      LUN RCE CK #2 SHPR    1 EA    1.00EA04       1001161002017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y   0000003900039003       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    7SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0300734165330050003725007020490001800013750000400000000000  X
45861448003311190GH PNWWLA 2813111900007454081163100015ANTHON BERG LIQUEUR FLD CHO BXAB LIQ FLD CHO BX  8.82 OZ    8.82OZ02       1001648402017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006800068003       NN20171209 Y00015001648400000000000000000000000000000000000000000000000000000011990201710072017122200320010000000000000000000000000000000000000000000000100020290+45800D2017092320171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000745400087410001103000540074001240010100000000000002029  X
45861448003323470GH PNWWLA 2813234700007071800078400006BAR HARBR SOUP LOBSTER BISQUE BH LOBSTER BISQUE  10.5 OZ   10.50OZ02       1000137902017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006260062616       NN20171209 N00006000137900000000000000000000000000126020171125201712220094553000000000000000000000000000000000000000000000000000000000000000000000000000100004550+49500D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000707180007840000495000130045000590008400000000000000455  X
45861448003323520GH PNWWLA 2813235200007071800076000006BAR HARBR SOUP CLAM CHOWDER   BH CLAM CHOWDER      15 OZ   15.00OZ02       1000140002017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000062600626160300644NN20171209 N00006000140000000000000000000000000000126020171125201712220094553000000000000000000000000000000000000000000000000000000000000000000000000000100004790+51300D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000707180007600000675000190051000650009700000000000000479  X
45861448003330430GH PNWWLI 1000000000068069210103000006NUMI ORG HNYBSH               NUMI ORG HNYBSH   18 CT       0.00           6000252502017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003860038602         20171209 N00006000252500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100006650+36700 0000000000000000000000000000000000000000000000000+00000000000000N                        1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000000000000000000000000000000000000000000000000000000665  X
45861448003340890GH PNWWLI 1000000000002685106103000006KOOKA TRTS CH                 KOOKA TRTS CH     5 OZ        0.00           6000071302017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000003970039705         20171209 N00006000071300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100002290+48100 0000000000000000000000000000000000000000000000000+00000000000000N                        1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000000000000000000000000000000000000000000000000000000229  X
45861448003348480GH PNWWLA 2813484800007468300551500012MAPLE GRV SYRUP VERMONT S/FREEM/G PNCKE SYRP S/F   12 OZ   12.00OZ02       1000204602017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006370063706       NN20171209 N00012000204600000000000000000000000000372020171125201712220076789000000000000000000000000000000000000000000000000000000000000000000000000000100003590+52500D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100003490+398521320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000746830055150001065000440089000820010500000000000000359  X
45861448003352420GH PNWWLA 0613524200004127857993500012DAVID'S SALT KOSHER           DAVIDS KOSHER SALT   16 OZ   16.00OZ02       1000275802017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPN 3524806520065202       NN20171209 N00012000275800000000000000000000000000000000000000000000000000000001900201710212017122200731370000000000000000000000000000000000000000000000100003490+34100D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100004790+410751320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000412785799350001395000390071000840011300000000000000349  X
45861448003352480GH PNWWLN 0713524800081900902002100012DAVIDS SALT KOSHER            DAVIDS KOSHER SALT   16 OZ   16.00OZ02       1000275802017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 3524206520065202       NN20171209 N00012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+34100D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0008190090200210001500000430092000750010700000000000000349  X
45861448003360680GH PNWWLA 2513606800008915684013500012SANTA BAR OLIVE GREEN RIPE TINSB GRN OLIVE TIN   6.00 OZ    6.00OZ02       1000294802017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006130061306       NN20171209 N00012000294800002400201711252017122200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004750+48300D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000891568401350001255000280045000900012000000000000000475  X
45861448003370540GH PNWWLA 2813705400007071800094400006BAR HARBR SOUP CLAM/C0RN CHWDRBH CLAM/CRN CHOWDR   15 OZ   15.00OZ02       1000140002017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000062600626160300644NN20171209 N00006000140000000000000000000000000000126020171125201712220094553000000000000000000000000000000000000000000000000000000000000000000000000000100004790+51300D2017111120171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000707180009440000650000140045000600009200000000000000479  X
