45861448020210970CWHL-LSTA 2902109700002066200021700012NEWMANS OWN MARINARA W/MUSHRMSNWMN MARINRA W/MSH   24 OZ   24.00OZ02       1000255602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000001800018590500003NN20171209 N00012000255600000000000000000000000000000000000000000000000000000000000000000000000000000000000060002017112520171208000000000000000000000000100002990+28800E2017102820171201000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100206620002140002740000530064001030014000000000000000299  X
45861448020211110CWHL-LSTA 2902111100002066200020000012NEWMANS OWN MARINARA SAUCE    NWMN MARINARA SCE    24 OZ   24.00OZ02       1000255602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000001800018590500003NN20171209 N00012000255600000000000000000000000000000000000000000000000000000000000000000000000000000000000060002017112520171208000000000000000000000000100002990+28800E2017102820171201000000000000000000000000000000000+00000000000000N    2G                  1324R00100002890+235291320R00100002990+260870000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100206620002070002760000540065001030014000000000000000299  X
45861448020211120CWHL-LSTA 2902111200002066200028600012NEWMANS OWN SAUCE TOMATO BASILNWMN TOM BASIL SCE   24 OZ   24.00OZ02       1000255602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000001800018590500003NN20171209 N00012000255600000000000000000000000000000000000000000000000000000000000000000000000000000000000060002017112520171208000000000000000000000000100002990+28800E2017102820171201000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00100002990+260870000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100206620002830002725000540065001030014000000000000000299  X
45861448020213030CWHL-LSTA 2902130300002066200390400012NEWMANS ORGANIC MARINARA      NWMN ORGNC MARINAR 23.5 OZ   23.50OZ02       1000334802017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000000180001859       NN20171209 N00012000334800000000000000000000000000000000000000000000000000000000000000000000000000000000000060002017112520171208000000000000000000000000100004350+35900E2017102820171201000000000000000000000000000000000+00000000000000N    2G                  1324R00100003990+275691320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100206620039010002720000530064001020013900000000000000435  X
45861448020228180CWHL-LSTA 2962281800002066200463500012NEWMANS PASTA SCE ALFREDO     ALFRDO PASTA SAUCE   15 OZ   15.00OZ02       1000255602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000001800018590500003NN20171209 N00012000255600000000000000000000000000000000000000000000000000000000000000000000000000000000000060002017112520171208000000000000000000000000100002990+28800E2017102820171201000000000000000000000000000000000+00000000000000N    2G                  1324R00100002890+235291320R00100002990+260870000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100206620046320001890000340058000840011900000000000000299  X
45861448020357760CWHL-LSTA 0613577600004130301240600012EED BAG STOR QT RECLOSE       EE STR Q RCL 1.75    50 CT   50.00CT17       1000333802017120900000000000000000000000008660201711252017122900702160000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPN 4213501780017835       NN20171209 N00012000333800000000000000000000000000866020171125201712290070216000000000000000000000000000000000000000000000000000000000000000000000000000100004850+42600T2017112520171229000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100413030124030000738000490085001250008000000000000000485  X
45861448020391980CWHL-LSTA 0613919800001540002199900024WF PLATE PAPER 6IN WHITE      WF WHT PPR PLT 6IN   50 CT   50.00CT17       1000261602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPN 3920301740017450       NN20171209 N00024000261600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001890+42300 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100154000219960001240000700065001230015100000000000000189  X
45861448020392030CWHL-LSTA 0763920300001122513614600012SIMPLY DONE PLATE PAPR 6IN CTDSD PLATE PPR 6IN    100 CT  100.00CT17       1000326002017120900000000000000000000000003440201711252018010500902940000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 3919801740017450       NN20171209 N00012000326000000000000000000000000000344020171125201801050090294000000000000000000000000000000000000000000000000000000000000000000000000000100004550+40300T2017112520180105000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100112251361430001200000580066001220012500000000000000455  X
45861448020421350CWHL-LSTA 0764213300004130307263900012EED BAG STOR QT RECLOSE       EED BAG STOR QT      48 CT   48.00CT17       1000337202017120900000000000000000000000008760201711252017122900616310000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 3577601780017835       NN20171209 N00012000337200000000000000000000000000876020171125201712290061631000000000000000000000000000000000000000000000000000000000000000000000000000100004750+40800T2017112520171229000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100413030726360000730000490080000850012500000000000000475  X
45861448020422490CWHL-LSTN 0764224900004130300487600012EED CREAMER ND                EED CRMR           35.3 OZ   35.30OZ02       1000384002017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 1239401520015252       NN20171209 N00012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+40100 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100413030048730002963001620095002000014700000000000000534  X
45861448020455410CWHL-LSTN 0514554100004175521170900012LANG FRM ORG AC/VNGR TURM&CINNLF APL CDR VNGR      12 OZ   12.00OZ02       1000230402017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000000080000870       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0200417552117030001640000410078700812011000000000000000000  X
45861448020455450CWHL-LSTN 0514554500004175521172300012LANG FRM ORG APL CDR/VNGR POMGLNGR APL CDR/POMG    12 OZ   12.00OZ02       1000230402017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000000080000870       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0200417552117270001640000410078700812011000000000000000000  X
45861448020455490CWHL-LSTN 0514554900004175521171600012LANG FRM ORG APL CDR/VNGR MNGOLNGR APL CDR MANGO   12 OZ   12.00OZ02       1000230402017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000000080000870       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0200417552117100001640000410078700812011000000000000000000  X
45861448020478650CWHL-LSTA 0664786300001299310202900002LA CROIX WATER SPRKING COCONUTLA CROIX COCONUT  12/12 OZ   12.00OZ02      12000074002017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000020020170916201712220023573000000000000000000000000000NPN 62678021000210250507138YY20171209 N00002000074000000000000000000000000000000000000000000000000000000000000000000000000000000000000002002017091620171222000000000000000000000000100004990+25900 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00100004990+210420000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000129931202140002000000480047001070016600000000000000499  X
45861448020581340CWHL-LSTA 0613102400003760019646800012HORMEL CORNED BEEF HASH HMSTY HORMEL CORNED BEEF   15 OZ   15.00OZ02       1000254402017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPN 6344600420004205       NN20171209 N00012000254400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100003890+45500 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00100003190+294671320R00100003790+406330000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000376000929680001295000270044000890011900000000000000389  X
45861448020588660CWHL-LSTN 0515886600001600043779100004NV GRANOLA OATS N HONEY       43779NV GRNOATHNY    11 OZ   11.00OZ02       1000144402017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000001140011408       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0000160004903830000351000370095000681010000000000000000000  X
45861448020611320CWHL-LSTA 0614719200088491218059900010POST CEREAL SHRD WHT N BRAN   POST SHRD WHT N BR   18 OZ   18.00OZ02       1000272002017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPN 6344201140011408       NN20171209 N00010000272000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004390+38000 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00100003990+308271320R00100004290+356640000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0008849121806050001410001520129001280015900000000000000439  X
45861448020611330CWHL-LSTA 0614719800088491218062900012POST CEREAL SHRD WHT SPOON SIZPOST SPN SHRED WHT 16.4 OZ   16.40OZ02       1000326402017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPN 6344001140011408       NN20171209 N00012000326400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100004390+38000 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00100003990+308270000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0108849121806260001510001330115001300015400000000000000439  X
45861448020626780CWHL-LSTN 0719154900001299310202900002LA CROIX WATER SPRKING COCONUTLA CROIX  SP COC  12/12 OZ   12.00OZ02      12000074002017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 47865021000210250507138YY20171209 N00002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+25900 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00100004990+210420000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0000129934012140002060000480047001070016600000000000000499  X
45861448020634400CWHL-LSTA 0766344000088491218062900006POST CEREAL SHRD WHT SPOON SIZPOST SHRD WHT SPN  16.4 OZ   16.40OZ02       1000163202017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 6113301140011408       NN20171209 N00006000163200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100003990+31800 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00100003990+308270000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0008849122817600000796000840115600794015750000000000000399  X
45861448020634420CWHL-LSTN 0766344200088491218059900008POST CEREAL SHRD WHT N BRAN   POST SHRD WHT BRN    18 OZ   18.00OZ02       1000217602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 6113201140011408       NN20171209 N00008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+38000 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00100003990+308271320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0008849122863140001188001250129401044015940000000000000439  X
45861448020634460CWHL-LSTN 0766344600003760080744900012HORMEL MK CORNED BF HASH      MK CORND BF HASH     14 OZ   14.00OZ02       1000254402017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 5813400420004205       NN20171209 N00012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+45500 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100376008079410001210000280044000910012000000000000000389  X
45861448020634480CWHL-LSTN 0766344800003760080745600012HORMEL MK ROAST BF HASH       MK ROAST BF HASH     14 OZ   14.00OZ02       1000254402017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000NPO 1431000420004205       NN20171209 N00012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+45500 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100376008079580001210000280044000910012000000000000000389  X
45861448020683610CWHL-LSTA 2906836100002066200465900012NEWMANS SCE RSTD GRLC ALFREDO NEWMANS RSTD GRLC    15 OZ   15.00OZ02       1000255602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000001800018590500003NN20171209 N00012000255600000000000000000000000000000000000000000000000000000000000000000000000000000000000060002017112520171208000000000000000000000000100002990+28800E2017102820171201000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100206620046560002010000380060000910012100000000000000299  X
45861448020690650CWHL-LSTC 1016906500001540003360200012WF NAPKIN RAINBOW PACK        WF NAPKINS RAINBO   360 CT  360.00CT17       1000282002017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000001740017420       NN20171209 N00012000281800000000000000000000000000298000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100003490+32700 0000000000000000000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100154000336090001975003380191001260024300000000000000349  X
45861448020702070CWHL-LSTA 1507020700001540006924300012WF SPICE CINNAMON GROUND      WF CINNAMON GROUND  2.3 OZ    2.30OZ02       1000158002017120900000000000000000000000001280201712022018010500667320000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000015400154090503229NN20171202 N00012000118400000000000000000000000000128020171202201801050066732000000000000000000000000000000000000000000000000000000000000000000000000000100001950+49400T2017120220180105000000000000000000000000000000000+00000000000000N    2RE                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100154000692400000290000110042000550007900000000000000260  X
45861448020705810CWHL-LSTA 2807058100001540016291300005WF BATH TIS PETAL SFT MEGA RL WF BTH PTL SF MEGA    9 CT    9.00CT17       1000316002017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000001740017448       NN20171209 N00005000316000000000000000000000000000355020171105201712020002730000000000000000000000000000000000000000000000000000000000000000000000000000100008790+28100D2017111120171202000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100154001629100002115002530132001450022800000000000000879  X
45861448020795030CWHL-LSTC 1067950300001122513308400012SIMPLY DONE BAG TRASH 30G FLAPSD BAG TRASH 30GAL   21 CT   21.00CT17       1000345602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000001780017846       NN20171209 N00012000344800000000000000000000000000364000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100005290+45700E2017102820171201000000000000000000000000000000000+00000000000000N    2G                  1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100112251330810001720000630090000960012600000000000000529  X
45861448020959550CWHL-LSTA 1509595500072057930050800001ORIENT FLWR RICE WHITE 4% LG  ORENT FLWR 4% LG W   50 LB  800.00OZ02       1000177202017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000009530095302       NN20171202 N00001000163500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100025990+37100 0000000000000000000000000000000000000000000000000+00000000000000N    2IN                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0007205793005080005110001130057001530022300000000000002817  X
45861448021019700GWHL-LSTN 0560197000069899780929600006UDIS DELICIOUS 24Z WHITE BREADUDI DEL WHT BRD      24 OZ   24.00OZ02       1000392102017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072507       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0106989978091250000980000810158801013008750000000000000000  X
45861448021019740GWHL-LSTN 0560197400069899780930200006UDIS DELICIOUS 24Z MLTIGRN BRDUDI DEL MLTGRN BRD   24 OZ   24.00OZ02       1000392102017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072507       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0106989978091940000980000810158801013008750000000000000000  X
45861448021020060GWHL-LSTN 0560200600087145900137100008DAIYA KEY LIME CHEEZECAKE     DAIYA KEY LM CHZCK 14.1 OZ   14.10OZ02       1000397802017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072515       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MC                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0108714590013780000870000510079400751014680000000000000000  X
45861448021020260GWHL-LSTN 0560202600085320500253500012HERITAGE CORN NUGGETS         HHF CORN NUGGETS   10.6 OZ   10.60OZ02       1000437602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072555       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0008532050027880001010000650103501213008970000000000000000  X
45861448021020280GWHL-LSTN 0560202800085320500295500012HERITAGE VEGEBOBS             HHF VEGEBOBS       10.2 OZ   10.20OZ02       1000437602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072555       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0008532050027710000960000650103501213008970000000000000000  X
45861448021020320GWHL-LSTN 0560203200085320500293100012HERITAGE SIZZLE BURGER        HHF SIZZLE BURGER  10.6 OZ   10.60OZ02       1000437602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072555       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0008532050027640001010000650103501213008970000000000000000  X
45861448021020340GWHL-LSTN 0560203400085320500248100008HERITAGE VEGE HOT DOGS        HHF VEGE HOT DOGS   7.9 OZ    7.90OZ02       1000233202017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072555       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0008532050025110000480000340072500831009690000000000000000  X
45861448021020360GWHL-LSTN 0560203600085320500212200008HERITAGE CORN DOGS            HHF CORN DOGS      10.5 OZ   10.50OZ02       1000280502017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072555       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0008532050021390000550000340072500831009690000000000000000  X
45861448021020380GWHL-LSTN 0560203800085320500246700012HERITAGE JUMBO CORN DOG       HHF JUMBO CORN DOG  4.5 OZ    4.50OZ02       1000175602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072555       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0008532050029620000340000210042500813010500000000000000000  X
45861448021020420GWHL-LSTN 0560204200004345420000800006LGHTLFE VEG SSGE RAVIOLI      LL VEG SAUSG RAVI     8 OZ    8.00OZ02       1000206602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072521       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100434542000050000400000360065000763012380000000000000000  X
45861448021020440GWHL-LSTN 0560204400004345420004600006LGHTLFE TERIYAKI TEMPEH BOWL  LL TRYKI TMPH BOWL    8 OZ    8.00OZ02       1000206602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072521       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100434542000430000417000410065600794013690000000000000000  X
45861448021020460GWHL-LSTN 0560204600004345420002200006LGHTLFE SW QUINOA/BLK BNS BOWLLL SW QN BLKBN BWL    8 OZ    8.00OZ02       1000206602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072521       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100434542000290000415000370058100794013690000000000000000  X
