 458654586520171128          1        +0000003739+0000000000+0000016399+0004020411+0002073147+0006113696+0000000000+0000000000
 45865458652017112801201560  21711173INV20171130+0000009476BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 4586545865201711280496649   21711173C/M20171130-0000002586ADJ GROC 1205770        202120        0   21200NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 4586545865201711283006567   21711173C/M20171130-0000001541ADJ GROC 1206919        202120        0   21200NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 4586545865201711280496653   21711183C/M20171130-0000004645ADJ GROC 1202537        202120        0   21200NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801202354  21711203INV20171130+0000019515BILLING - GROC          202000        2   20002NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801202355  21711203INV20171130+0000509802BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801202356  21711203INV20171130+0000002321BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801202357  21711203INV20171130+0000013697BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801202368  21711203INV20171130+0000018328BILLING - GROC          202000        1   20001NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 458654586520171128NB0073618921711213INV20171130+000003274101201121 - DELIVERY FEE 202020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801238935  21711173INV20171130+0000102904BILLING - HABA          232000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HBPO
 45865458652017112801239202  21711203INV20171130+0000103932BILLING - HABA          232000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HBPO
 458654586520171128NB0073619221711213INV20171130+000000098801231121 - DELIVERY FEE 232020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC HBPO
 45865458652017112801240276  21711153INV20171130+0000017540BILLING - HDWE          242000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HDPO
 45865458652017112801240595  21711173INV20171130+0000005014BILLING - HDWE          242000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HDPO
 4586545865201711280496655   21711183INV20171130+0000000642ADJ HDWE 1249945        242120        0   21200NEW SEASONS MKT SEVEN CRNRS      CGC HDPO
 45865458652017112801240956  21711203INV20171130+0000027898BILLING - HDWE          242000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HDPO
 458654586520171128NB0073619321711213INV20171130+000000039301241121 - DELIVERY FEE 242020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC HDPO
 45865458652017112801313703  21711173INV20171130+0000097603BILLING - PNW ICE CREAM 312000E CREAM 5   20005NEW SEASONS MKT SEVEN CRNRS      CGC ICPO
 45865458652017112801313840  21711203INV20171130+0000020418BILLING - PNW ICE CREAM 312000E CREAM 5   20005NEW SEASONS MKT SEVEN CRNRS      CGC ICPO
 458654586520171128NB0073619521711213INV20171130+000000149301311121 - DELIVERY FEE 312020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC ICPO
 458654586520171128NB0072817521711163INV20171130+0000005200CM - PNW-Retail Pricing 002216Pricing 0   22160NEW SEASONS MKT SEVEN CRNRS      CGC MISC
 45865458652017112801250053  21711153INV20171130+0000008052BILLING - MEAT          252030        5   20305NEW SEASONS MKT SEVEN CRNRS      CGC MTPO
 45865458652017112801251221  21711173INV20171130+0000032206BILLING - MEAT          252030        5   20305NEW SEASONS MKT SEVEN CRNRS      CGC MTPO
 4586545865201711282441503   21711183INV20171130+0000001370B/T CHARLIE PRODUCE     286254UCE     0   62540NEW SEASONS MKT SEVEN CRNRS      CGC PRPO
 4586545865201711282441504   21711183INV20171130+0000034431B/T CHARLIE PRODUCE     286254UCE     0   62540NEW SEASONS MKT SEVEN CRNRS      CGC PRPO
 4586545865201711282442956   21711213INV20171130+0000002167B/T CHARLIE PRODUCE     286254UCE     0   62540NEW SEASONS MKT SEVEN CRNRS      CGC PRPO
 4586545865201711282442957   21711213INV20171130+0000020893B/T CHARLIE PRODUCE     286254UCE     0   62540NEW SEASONS MKT SEVEN CRNRS      CGC PRPO
 45865458652017112801250033  21711153INV20171130+0000007062BILLING - SERV DELI     252032ELI     5   20325NEW SEASONS MKT SEVEN CRNRS      CGC SDPO
 45865458652017112801251214  21711173INV20171130+0000048397BILLING - SERV DELI     252032ELI     1   20321NEW SEASONS MKT SEVEN CRNRS      CGC SDPO
 45865458652017112801252049  21711203INV20171130+0000008379BILLING - SERV DELI     252032ELI     2   20322NEW SEASONS MKT SEVEN CRNRS      CGC SDPO
 45865458652017112801252050  21711203INV20171130+0000008173BILLING - SERV DELI     252032ELI     5   20325NEW SEASONS MKT SEVEN CRNRS      CGC SDPO
 45865458652017112801252051  21711203INV20171130+0000004087SERV-BAK FRZN FD SVC    252032 SVC    7   20327NEW SEASONS MKT SEVEN CRNRS      CGC SDPO
 458654586520171128NB0073176321711173INV20171130+00000035000583786 - INTERACTIVE OR002374CTIVE OR0   23740NEW SEASONS MKT SEVEN CRNRS      CGC SERV
 45865458652017112801223349  21711153INV20171130+0000011975MC PORTLAND SALES DELI  294000S DELI  5   40005NEW SEASONS MKT SEVEN CRNRS      GSC DLPO
 45865458652017112801223351  21711153INV20171130+0000003441MC PORTLAND SALES DELI  294000S DELI  5   40005NEW SEASONS MKT SEVEN CRNRS      GSC DLPO
 45865458652017112801224250  21711173INV20171130+0000011975MC PORTLAND SALES DELI  294000S DELI  5   40005NEW SEASONS MKT SEVEN CRNRS      GSC DLPO
 45865458652017112801224895  21711203INV20171130+0000007984MC PORTLAND SALES DELI  294000S DELI  5   40005NEW SEASONS MKT SEVEN CRNRS      GSC DLPO
 45865458652017112801224897  21711203INV20171130+0000047613MC PORTLAND SALES DELI  294000S DELI  5   40005NEW SEASONS MKT SEVEN CRNRS      GSC DLPO
 45865458652017112801224898  21711203INV20171130+0000027961MC PORTLAND SALES DELI  294000S DELI  5   40005NEW SEASONS MKT SEVEN CRNRS      GSC DLPO
 45865458652017112801216494  21711173INV20171130+0000020876MC PORTLAND SALE FROZEN 294000 FROZEN 5   40005NEW SEASONS MKT SEVEN CRNRS      GSC FFPO
 45865458652017112802036694  21711163INV20171130+0000047039BILLING - MC GROC       034000C       0   40000NEW SEASONS MKT SEVEN CRNRS      GSC GRNO
 45865458652017112802036695  21711163INV20171130+0000076231BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRNO
 45865458652017112802038522  21711183INV20171130+0000032864BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRNO
 45865458652017112801290754  21711153INV20171130+0000001818BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801290755  21711153INV20171130+0000100397BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801291221  21711173INV20171130+0000012422BILLING - MC CANDY      294001DY      0   40010NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801291222  21711173INV20171130+0000001901BILLING - MC GROC       294000C       1   40001NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801291223  21711173INV20171130+0000015075BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801291247  21711173INV20171130+0000100357BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 4586545865201711280496654   21711183C/M20171130-0000000799ADJ GSC  1290380        294130        0   41300NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801291577  21711203INV20171130+0000018439BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801291578  21711203INV20171130+0000140250BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 458654586520171128NB0073619421711213INV20171130+000000015401291121 - DELIVERY FEE 292020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112802291866  21711163INV20171130+0000023717BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112802292974  21711183INV20171130+0000009593BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112802292975  21711183INV20171130+0000023143BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112802294263  21711213INV20171130+0000007801BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112802294264  21711213INV20171130+0000007268BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112801270828  21711222INV20171207+0000007908BILLING - DARY          272000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DAPO
 45865458652017112801271303  21711272INV20171207+0000008968BILLING - DARY          272000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DAPO
 45865458652017112801271304  21711272INV20171207+0000003954BILLING - DARY          272000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DAPO
 45865458652017112801225622  21711222INV20171207+0000026658BILLING - DELI C        222000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801225623  21711222INV20171207+0000003001BILLING - DELI G        222008        0   20080NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801225624  21711222INV20171207+0000086453BILLING - DELI C        222000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801225625  21711222INV20171207+0000006065BILLING - DELI M        222009        0   20090NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801225626  21711222INV20171207+0000010454BILLING - DELI C        222000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801225627  21711222INV20171207+0000002137BILLING - DELI C        222000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801226608  21711272INV20171207+0000081384BILLING - DELI C        222000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801226609  21711272INV20171207+0000130570BILLING - DELI C        222000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801226610  21711272INV20171207+0000019999BILLING - DELI C        222000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112801226611  21711272INV20171207+0000004275BILLING - DELI C        222000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 458654586520171128NB0074435821711282INV20171207+000000538201221128 - DELIVERY FEE 222020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC DLPO
 45865458652017112802225293  21711222INV20171207+0000041879MC SALES SEATTLE DELI   224000 DELI   5   40005NEW SEASONS MKT SEVEN CRNRS      CGC DLWA
 45865458652017112802226022  21711232INV20171207+0000003252MC SALES SEATTLE DELI   224000 DELI   5   40005NEW SEASONS MKT SEVEN CRNRS      CGC DLWA
 45865458652017112802226023  21711232INV20171207+0000019410MC SALES SEATTLE DELI   224000 DELI   5   40005NEW SEASONS MKT SEVEN CRNRS      CGC DLWA
 45865458652017112801217280  21711232INV20171207+0000013540BILLING - FROZ FOOD     212000OOD     5   20005NEW SEASONS MKT SEVEN CRNRS      CGC FFPO
 45865458652017112801217572  21711272INV20171207+0000031282BILLING - FROZ FOOD     212000OOD     5   20005NEW SEASONS MKT SEVEN CRNRS      CGC FFPO
 458654586520171128NB0074435721711282INV20171207+000001655801211128 - DELIVERY FEE 212020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC FFPO
 45865458652017112801203392  21711222INV20171207+0000268490BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801203393  21711222INV20171207+0000005038BILLING - INSTITUT      202004UT      0   20040NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801203394  21711222INV20171207+0000006523BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801203395  21711222INV20171207+0000042138BILLING - REPACK        202005        0   20050NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801203396  21711222INV20171207+0000004980BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801204583  21711272INV20171207+0000081742BILLING - GROC          202000        0   20000NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801204584  21711272INV20171207+0000343186BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801204585  21711272INV20171207+0000013533BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801204586  21711272INV20171207+0000011210BILLING - GROC          202000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 458654586520171128NB0074435621711282INV20171207+000002291701201128 - DELIVERY FEE 202020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC GRPO
 45865458652017112801239821  21711272INV20171207+0000094397BILLING - HABA          232000        0   20000NEW SEASONS MKT SEVEN CRNRS      CGC HBPO
 45865458652017112801239822  21711272INV20171207+0000121029BILLING - HABA          232000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HBPO
 45865458652017112801239823  21711272INV20171207+0000008083BILLING - HABA          232000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HBPO
 458654586520171128NB0074435921711282INV20171207+000000112001231128 - DELIVERY FEE 232020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC HBPO
 45865458652017112801241325  21711222INV20171207+0000022414BILLING - HDWE          242000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HDPO
 45865458652017112801241741  21711272INV20171207+0000029594BILLING - HDWE          242000        5   20005NEW SEASONS MKT SEVEN CRNRS      CGC HDPO
 458654586520171128NB0074436021711282INV20171207+000000106901241128 - DELIVERY FEE 242020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC HDPO
 45865458652017112801314222  21711272INV20171207+0000032946BILLING - PNW ICE CREAM 312000E CREAM 5   20005NEW SEASONS MKT SEVEN CRNRS      CGC ICPO
 458654586520171128NB0074436221711282INV20171207+000000037301311128 - DELIVERY FEE 312020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      CGC ICPO
 458654586520171128NB0073685521711222INV20171207+0000005200CM - PNW-Retail Pricing 002216Pricing 0   22160NEW SEASONS MKT SEVEN CRNRS      CGC MISC
 4586545865201711282445248   21711252INV20171207+0000005558B/T CHARLIE PRODUCE     286254UCE     0   62540NEW SEASONS MKT SEVEN CRNRS      CGC PRPO
 4586545865201711282445249   21711252INV20171207+0000018874B/T CHARLIE PRODUCE     286254UCE     0   62540NEW SEASONS MKT SEVEN CRNRS      CGC PRPO
 4586545865201711282446661   21711282INV20171207+0000011038B/T CHARLIE PRODUCE     286254UCE     0   62540NEW SEASONS MKT SEVEN CRNRS      CGC PRPO
 4586545865201711282446662   21711282INV20171207+0000011291B/T CHARLIE PRODUCE     286254UCE     0   62540NEW SEASONS MKT SEVEN CRNRS      CGC PRPO
 458654586520171128NB0074057421711242INV20171207+00000035000587073 - INTERACTIVE OR002374CTIVE OR0   23740NEW SEASONS MKT SEVEN CRNRS      CGC SERV
 45865458652017112801225628  21711222INV20171207+0000007154MC PORTLAND SALES DELI  294000S DELI  5   40005NEW SEASONS MKT SEVEN CRNRS      GSC DLPO
 45865458652017112801226612  21711272INV20171207+0000015306MC PORTLAND SALES DELI  294000S DELI  5   40005NEW SEASONS MKT SEVEN CRNRS      GSC DLPO
 45865458652017112801217573  21711272INV20171207+0000004458MC PORTLAND SALE FROZEN 294000 FROZEN 5   40005NEW SEASONS MKT SEVEN CRNRS      GSC FFPO
 45865458652017112802032310  21711222INV20171207+0000034382BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRNO
 45865458652017112802034263  21711252INV20171207+0000037939BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRNO
 45865458652017112801291980  21711222INV20171207+0000001686BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801291981  21711222INV20171207+0000077627BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801292427  21711272INV20171207+0000025565BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112801292429  21711272INV20171207+0000147036BILLING - MC GROC       294000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 458654586520171128NB0074436121711282INV20171207+000000006201291128 - DELIVERY FEE 292020ERY FEE 0   20200NEW SEASONS MKT SEVEN CRNRS      GSC GRPO
 45865458652017112802294778  21711222INV20171207+0000004784BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112802294779  21711222INV20171207+0000014368BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112802296655  21711282INV20171207+0000003841BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112802296656  21711282INV20171207+0000003340BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 45865458652017112802296657  21711282INV20171207+0000006227BILLING - MC GROC       034000C       5   40005NEW SEASONS MKT SEVEN CRNRS      GSC GRWA
 458654586520171128          3        +0000003739+0000000000+0000016399+0004020411+0002073147+0006113696+0000000000+0000000000
 45865  TRAILER              4                    TOTAL STMT RECS = 0000163                    PROCESS DATE = 20171129
