 458634586320171128          1        +0000000000+0000000000+0000016601+0002093873+0001574478+0003684952+0000000000+0000000000
 458634586320171128FC-002338121711274LPF20171127+0000016601LATE PAYMENT FEE        00                     NEW SEASONS MKT ORENCO STATION   CGC MISC
 45863458632017112801270144  21711173INV20171130+0000032985BILLING - DARY          272000        0   20000NEW SEASONS MKT ORENCO STATION   CGC DAPO
 45863458632017112801270145  21711173INV20171130+0000009018BILLING - DARY          272000        0   20000NEW SEASONS MKT ORENCO STATION   CGC DAPO
 45863458632017112801270648  21711213INV20171130+0000006789BILLING - DARY          272000        0   20000NEW SEASONS MKT ORENCO STATION   CGC DAPO
 45863458632017112801270650  21711213INV20171130+0000001477BILLING - DARY          272000        0   20000NEW SEASONS MKT ORENCO STATION   CGC DAPO
 45863458632017112801224140  21711173INV20171130+0000118485BILLING - DELI C        222000        0   20000NEW SEASONS MKT ORENCO STATION   CGC DLPO
 45863458632017112801224141  21711173INV20171130+0000254709BILLING - DELI G        222008        0   20080NEW SEASONS MKT ORENCO STATION   CGC DLPO
 45863458632017112801224142  21711173INV20171130+0000042301BILLING - DELI M        222009        0   20090NEW SEASONS MKT ORENCO STATION   CGC DLPO
 458634586320171128NB0073617821711213INV20171130+000001058401221121 - DELIVERY FEE 222020ERY FEE 0   20200NEW SEASONS MKT ORENCO STATION   CGC DLPO
 45863458632017112801225208  21711213INV20171130+0000068528BILLING - DELI C        222000        0   20000NEW SEASONS MKT ORENCO STATION   CGC DLPO
 45863458632017112801225209  21711213INV20171130+0000056146BILLING - DELI G        222008        0   20080NEW SEASONS MKT ORENCO STATION   CGC DLPO
 45863458632017112801225210  21711213INV20171130+0000007172BILLING - DELI M        222009        0   20090NEW SEASONS MKT ORENCO STATION   CGC DLPO
 45863458632017112801225211  21711213INV20171130+0000004276BILLING - DELI C        222000        0   20000NEW SEASONS MKT ORENCO STATION   CGC DLPO
 45863458632017112802222325  21711173INV20171130+0000028955MC SALES SEATTLE DELI   224000 DELI   0   40000NEW SEASONS MKT ORENCO STATION   CGC DLWA
 45863458632017112802222326  21711173INV20171130+0000019412MC SALES SEATTLE DELI   224000 DELI   0   40000NEW SEASONS MKT ORENCO STATION   CGC DLWA
 45863458632017112802224435  21711213INV20171130+0000040621MC SALES SEATTLE DELI   224000 DELI   0   40000NEW SEASONS MKT ORENCO STATION   CGC DLWA
