 458824588220171128          1        +0000000000+0000000000+0000014847+0003008859+0002020282+0005043988+0000000000+0000000000
 458824588220171128FC-002339721711274LPF20171127+0000014847LATE PAYMENT FEE        00                     NEW SEASONS MKT MERCER ISLAND    CGC MISC
 45882458822017112801279658  21711153INV20171130+0000003006BILLING - DARY          272000        0   20000NEW SEASONS MKT MERCER ISLAND    CGC DAPO
 45882458822017112801279980  21711173INV20171130+0000032763BILLING - DARY          272000        0   20000NEW SEASONS MKT MERCER ISLAND    CGC DAPO
 45882458822017112801279981  21711173INV20171130+0000004509BILLING - DARY          272000        0   20000NEW SEASONS MKT MERCER ISLAND    CGC DAPO
 45882458822017112801270316  21711203INV20171130+0000006766BILLING - DARY          272000        0   20000NEW SEASONS MKT MERCER ISLAND    CGC DAPO
 45882458822017112801223053  21711153INV20171130+0000036416BILLING - DELI C        222000        0   20000NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 45882458822017112801223054  21711153INV20171130+0000033374BILLING - DELI G        222008        0   20080NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 45882458822017112801223055  21711153INV20171130+0000004202BILLING - DELI M        222009        0   20090NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 45882458822017112801223779  21711173INV20171130+0000143495BILLING - DELI C        222000        0   20000NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 45882458822017112801223780  21711173INV20171130+0000279461BILLING - DELI G        222008        0   20080NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 45882458822017112801223781  21711173INV20171130+0000039116BILLING - DELI M        222009        0   20090NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 45882458822017112801224506  21711203INV20171130+0000049220BILLING - DELI C        222000        0   20000NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 45882458822017112801224507  21711203INV20171130+0000061155BILLING - DELI G        222008        0   20080NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 458824588220171128NB0073628821711213INV20171130+000001978901221121 - DELIVERY FEE 222020ERY FEE 0   20200NEW SEASONS MKT MERCER ISLAND    CGC DLPO
 45882458822017112801215968  21711153INV20171130+0000049453BILLING - FROZ FOOD     212000OOD     0   20000NEW SEASONS MKT MERCER ISLAND    CGC FFPO
 45882458822017112801216277  21711173INV20171130+0000043468BILLING - FROZ FOOD     212000OOD     0   20000NEW SEASONS MKT MERCER ISLAND    CGC FFPO
 45882458822017112801216537  21711183INV20171130+0000008380BILLING - FROZ FOOD     212000OOD     0   20000NEW SEASONS MKT MERCER ISLAND    CGC FFPO
 45882458822017112801216660  21711203INV20171130+0000032388BILLING - FROZ FOOD     212000OOD     0   20000NEW SEASONS MKT MERCER ISLAND    CGC FFPO
 458824588220171128NB0073628721711213INV20171130+000005554401211121 - DELIVERY FEE 212020ERY FEE 0   20200NEW SEASONS MKT MERCER ISLAND    CGC FFPO
